lotsizesquarefeet,propertyzip,buildingareasqft,propertycountylandusedescription,yearbuilt,yearremodeled,totalbedrooms,salespriceamount,holc_grade,TotalPopCT,TotalWhiteCT,TractNonWhite,Census_Tract_num,redlined,TotalCalculatedBathCount,BuildingConditionStndCode,Renovated,Single_family,Townhome,Condo,BC_Excellent,BC_Good,BC_Average,BC_Fair,BC_Poor,BC_NA,holc_grade_A,holc_grade_B,holc_grade_C,holc_grade_D,holc_grade_NA,Home_Age
6350,98103,2120,SINGLE FAMILY(RES USE/ZONE),1924,NA,2,300000,,4480,3561,20.513393,17.02,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,90
6095,98103,1080,SINGLE FAMILY(RES USE/ZONE),1924,NA,4,425000,,5061,3606,28.74926,18,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,90
868,98103,1070,TOWNHOUSE PLAT,1999,NA,3,305000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
2030,98103,1360,TOWNHOUSE PLAT,2008,NA,3,385000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
2502,98103,1480,SINGLE FAMILY(RES USE/ZONE),1991,NA,3,355000,,5061,3606,28.74926,18,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23
1384,98103,1340,TOWNHOUSE PLAT,2008,NA,3,376000,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
1215,98103,1530,TOWNHOUSE PLAT,2004,NA,3,445000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
981,98103,1200,TOWNHOUSE PLAT,2001,NA,3,323500,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,13
1245,98103,1520,TOWNHOUSE PLAT,2004,NA,3,405000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
5196,98103,720,SINGLE FAMILY(RES USE/ZONE),1911,NA,1,270000,,5061,3606,28.74926,18,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,103
2300,98103,2190,TOWNHOUSE PLAT,1994,NA,2,419000,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20
1634,98103,1260,TOWNHOUSE PLAT,1998,NA,3,342000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16
5125,98103,1560,SINGLE FAMILY(RES USE/ZONE),1914,NA,2,480000,,5061,3606,28.74926,18,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,100
1239,98103,1510,TOWNHOUSE PLAT,2005,NA,3,425000,,5061,3606,28.74926,18,0,3.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1290,98103,1110,TOWNHOUSE PLAT,2006,NA,2,345000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8
5200,98103,1190,SINGLE FAMILY(RES USE/ZONE),1912,NA,2,470000,,5061,3606,28.74926,18,0,NA,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,102
5001,98103,2170,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,802000,,5061,3606,28.74926,18,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1219,98103,1400,TOWNHOUSE PLAT,2005,NA,3,388000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1234,98103,1380,TOWNHOUSE PLAT,2006,NA,3,379000,,5061,3606,28.74926,18,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8
1568,98103,1160,TOWNHOUSE PLAT,1996,NA,2,394700,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,18
1289,98103,1130,TOWNHOUSE PLAT,2014,NA,3,407000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7688,98103,735,CONDOMINIUM; RESIDENTIAL,1988,2003,2,199900,,5061,3606,28.74926,18,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
1327,98103,1330,TOWNHOUSE PLAT,2007,NA,2,406000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
2550,98103,1310,SINGLE FAMILY(RES USE/ZONE),1986,NA,3,428000,,5061,3606,28.74926,18,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,28
10000,98103,1112,CONDOMINIUM; RESIDENTIAL,1994,1994,2,260000,,5061,3606,28.74926,18,0,2.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20
5125,98103,1370,SINGLE FAMILY(RES USE/ZONE),1944,NA,2,409950,,5061,3606,28.74926,18,0,1.5,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,70
989,98103,1230,TOWNHOUSE PLAT,2007,NA,2,356000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
1186,98103,1220,TOWNHOUSE PLAT,2007,NA,3,355000,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
1470,98103,1520,TOWNHOUSE PLAT,2004,NA,3,419950,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
4625,98103,940,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,430000,,5061,3606,28.74926,18,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
1249,98103,1430,TOWNHOUSE PLAT,2003,NA,3,335000,,5061,3606,28.74926,18,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,11
1119,98103,1680,TOWNHOUSE PLAT,2007,NA,3,385000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
5125,98103,950,SINGLE FAMILY(RES USE/ZONE),1911,NA,2,359000,,5061,3606,28.74926,18,0,NA,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,103
940,98103,1020,TOWNHOUSE PLAT,2007,NA,2,318000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
1200,98103,800,TOWNHOUSE PLAT,1999,NA,2,269500,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
5100,98103,920,SINGLE FAMILY(RES USE/ZONE),1911,NA,2,730000,,5061,3606,28.74926,18,0,NA,FR,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,103
959,98103,1280,TOWNHOUSE PLAT,2005,NA,3,355000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
NA,98103,909,CONDOMINIUM-FLAT,1994,1994,2,265000,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20
7688,98103,712,CONDOMINIUM; RESIDENTIAL,1988,2003,2,186500,,5061,3606,28.74926,18,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
1332,98103,1410,TOWNHOUSE PLAT,2005,NA,3,406100,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
5140,98103,2610,SINGLE FAMILY(RES USE/ZONE),2006,NA,4,674600,,5061,3606,28.74926,18,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8
7614,98103,986,CONDOMINIUM; RESIDENTIAL,1992,2003,2,260000,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,22
881,98103,1120,TOWNHOUSE PLAT,1999,NA,3,265000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
1282,98103,1540,TOWNHOUSE PLAT,2014,NA,3,455000,,5061,3606,28.74926,18,0,NA,GD,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7688,98103,353,CONDOMINIUM; RESIDENTIAL,1988,2003,0,151000,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
1200,98103,1110,TOWNHOUSE PLAT,2000,NA,2,320000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14
2850,98103,2110,SINGLE FAMILY(RES USE/ZONE),2001,NA,3,525000,,5061,3606,28.74926,18,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
1397,98103,1310,TOWNHOUSE PLAT,2004,NA,3,346677,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
5100,98103,1340,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,397000,,5061,3606,28.74926,18,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
1374,98103,1080,TOWNHOUSE PLAT,2003,NA,2,325500,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,11
1223,98103,1390,TOWNHOUSE PLAT,2004,NA,3,380000,,5061,3606,28.74926,18,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
6750,98103,2340,SINGLE FAMILY(RES USE/ZONE),1914,NA,3,645000,,5061,3606,28.74926,18,0,1.5,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,100
8587,98103,3320,SINGLE FAMILY(RES USE/ZONE),2008,NA,4,1000000,,5061,3606,28.74926,18,0,3,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6
1484,98103,1390,TOWNHOUSE PLAT,2007,NA,3,374950,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
1469,98103,1550,TOWNHOUSE PLAT,2004,NA,3,430000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
1551,98103,1582,TOWNHOUSE PLAT,2008,NA,NA,414950,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
1284,98103,1430,TOWNHOUSE PLAT,2007,NA,2,345000,,5061,3606,28.74926,18,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
NA,98103,1142,CONDOMINIUM-FLAT,1986,1986,2,209000,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28
1200,98103,1070,TOWNHOUSE PLAT,1999,NA,2,312500,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
1557,98103,1140,TOWNHOUSE PLAT,2007,NA,3,375000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
5125,98103,1000,SINGLE FAMILY(RES USE/ZONE),1942,1968,2,488000,,5061,3606,28.74926,18,0,1.5,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72
5001,98103,2340,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,800000,,5061,3606,28.74926,18,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1499,98103,1360,TOWNHOUSE PLAT,2008,NA,3,347200,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
1455,98103,1120,TOWNHOUSE PLAT,1987,NA,3,300000,,5061,3606,28.74926,18,0,1.5,GD,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,27
5100,98103,760,SINGLE FAMILY(RES USE/ZONE),1910,NA,1,725000,,5061,3606,28.74926,18,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,104
4510,98103,1600,SINGLE FAMILY(RES USE/ZONE),1978,NA,3,510000,,5061,3606,28.74926,18,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,36
1448,98103,1430,TOWNHOUSE PLAT,2005,NA,3,407000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1350,98103,1320,TOWNHOUSE PLAT,2004,NA,3,395000,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
4800,98103,850,SINGLE FAMILY(RES USE/ZONE),1950,NA,2,540000,,5061,3606,28.74926,18,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,64
1320,98103,1270,TOWNHOUSE PLAT,2006,NA,3,369950,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8
1799,98103,1311,TOWNHOUSE PLAT,2013,NA,0,382081,,5061,3606,28.74926,18,0,0,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
6013,98103,1560,SINGLE FAMILY(RES USE/ZONE),1916,NA,3,655000,,5061,3606,28.74926,18,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,98
8124,98103,1410,SINGLE FAMILY(RES USE/ZONE),1948,NA,4,424000,,5061,3606,28.74926,18,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,66
7679,98103,942,CONDOMINIUM; RESIDENTIAL,1989,2005,2,250000,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25
5100,98103,1480,SINGLE FAMILY(RES USE/ZONE),1938,1959,3,397500,,5061,3606,28.74926,18,0,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,76
NA,98103,610,CONDOMINIUM-FLAT,1993,1993,1,117700,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,21
550,98103,1250,TOWNHOUSE PLAT,2013,NA,2,360000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3760,98103,890,SINGLE FAMILY(RES USE/ZONE),1916,NA,2,330000,,5061,3606,28.74926,18,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,98
772,98103,680,TOWNHOUSE PLAT,2005,NA,2,239000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1443,98103,1200,TOWNHOUSE PLAT,2013,NA,2,337000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1235,98103,1770,TOWNHOUSE PLAT,2007,NA,3,436110,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
5100,98103,1980,SINGLE FAMILY(RES USE/ZONE),1965,NA,3,432500,,5061,3606,28.74926,18,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,49
885,98103,1360,TOWNHOUSE PLAT,2008,NA,3,359000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
1114,98103,1570,TOWNHOUSE PLAT,2014,NA,3,470000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1454,98103,1120,TOWNHOUSE PLAT,1987,NA,3,310000,,5061,3606,28.74926,18,0,1.5,GD,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,27
1323,98103,1270,TOWNHOUSE PLAT,2006,NA,3,360000,,5061,3606,28.74926,18,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8
NA,98103,925,CONDOMINIUM-FLAT,1987,1987,2,192371,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,27
5125,98103,1240,SINGLE FAMILY(RES USE/ZONE),1936,NA,2,396100,,5061,3606,28.74926,18,0,NA,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,78
1277,98103,1130,TOWNHOUSE PLAT,2014,NA,3,399950,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
545,98103,1250,TOWNHOUSE PLAT,2014,NA,2,359000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1383,98103,1430,TOWNHOUSE PLAT,2005,NA,3,397500,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1412,98103,1590,TOWNHOUSE PLAT,2005,NA,3,437309,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1311,98103,1780,TOWNHOUSE PLAT,2005,NA,2,398500,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1090,98103,1020,TOWNHOUSE PLAT,2008,NA,2,317000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
925,98103,1197,TOWNHOUSE PLAT,2014,NA,3,374000,,5061,3606,28.74926,18,0,NA,GD,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1200,98103,1110,TOWNHOUSE PLAT,1999,NA,2,329500,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
1237,98103,1340,TOWNHOUSE PLAT,2005,NA,2,328000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
1289,98103,1130,TOWNHOUSE PLAT,2014,NA,3,1095000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1140,98103,1350,TOWNHOUSE PLAT,2008,NA,3,367500,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
1211,98103,1260,TOWNHOUSE PLAT,2004,NA,3,336000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10
1443,98103,1200,TOWNHOUSE PLAT,2013,NA,2,335000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1270,98103,1540,TOWNHOUSE PLAT,2014,NA,3,449950,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1020,98103,1210,TOWNHOUSE PLAT,1998,NA,3,342650,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16
NA,98103,718,CONDOMINIUM-FLAT,1987,2000,2,240000,,5061,3606,28.74926,18,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27
1076,NA,1110,TOWNHOUSE PLAT,2007,NA,2,324995,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
NA,98103,750,CONDOMINIUM-TOWNHOUSE,1992,2003,1,225000,,5061,3606,28.74926,18,0,NA,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22
1113,98103,1255,TOWNHOUSE PLAT,2010,NA,3,360000,,5061,3606,28.74926,18,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4
1103,98103,1570,TOWNHOUSE PLAT,2014,NA,3,450000,,5061,3606,28.74926,18,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
989,98103,1190,TOWNHOUSE PLAT,2014,NA,3,379950,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
986,98103,1175,TOWNHOUSE PLAT,2013,NA,0,357950,,5061,3606,28.74926,18,0,0,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1492,98103,1230,TOWNHOUSE PLAT,2014,NA,3,384000,,5061,3606,28.74926,18,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
NA,98103,666,CONDOMINIUM-FLAT,1994,1997,1,939000,,5061,3606,28.74926,18,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20
5413,98115,1150,SINGLE FAMILY(RES USE/ZONE),1930,NA,3,366000,,4518,3319,26.538292,19,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,84
5413,98115,1300,SINGLE FAMILY(RES USE/ZONE),1925,1992,3,536000,,4518,3319,26.538292,19,0,1.5,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,89
3375,98103,1260,SINGLE FAMILY(RES USE/ZONE),1912,NA,2,347000,,4518,3319,26.538292,19,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,102
6034,98115,2040,SINGLE FAMILY(RES USE/ZONE),1990,NA,4,545000,,4518,3319,26.538292,19,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,24
53157,98115,648,CONDOMINIUM; RESIDENTIAL,1990,1990,1,156000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24
4500,98103,1420,SINGLE FAMILY(RES USE/ZONE),1959,NA,3,371000,,4518,3319,26.538292,19,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,55
5712,98115,1080,SINGLE FAMILY(RES USE/ZONE),1940,NA,4,438000,,4518,3319,26.538292,19,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
5325,98115,700,SINGLE FAMILY(RES USE/ZONE),1927,NA,1,329000,,4518,3319,26.538292,19,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,87
59254,98115,1125,CONDOMINIUM; RESIDENTIAL,1979,1979,2,191050,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,35
5413,98115,1110,SINGLE FAMILY(RES USE/ZONE),1937,NA,2,448000,,4518,3319,26.538292,19,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,77
5413,98115,1930,SINGLE FAMILY(RES USE/ZONE),1905,NA,4,400000,,4518,3319,26.538292,19,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,109
5400,98115,2180,SINGLE FAMILY(RES USE/ZONE),1962,NA,5,750000,,4518,3319,26.538292,19,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,52
6083,98115,1950,SINGLE FAMILY(RES USE/ZONE),1948,NA,3,375000,,4518,3319,26.538292,19,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,66
8064,98115,1710,SINGLE FAMILY(RES USE/ZONE),1946,NA,3,550000,,4518,3319,26.538292,19,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,68
6380,98115,1700,SINGLE FAMILY(RES USE/ZONE),1940,NA,4,435000,,4518,3319,26.538292,19,0,2.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
NA,98115,1125,CONDOMINIUM-FLAT,1979,1979,2,157075,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,35
3800,98103,1300,SINGLE FAMILY(RES USE/ZONE),1927,NA,4,471750,,4518,3319,26.538292,19,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,87
NA,98115,630,CONDOMINIUM-FLAT,1982,1982,1,130000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,32
NA,98115,648,CONDOMINIUM-FLAT,1990,1990,1,165000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24
59254,98115,1170,CONDOMINIUM; RESIDENTIAL,1979,1979,2,221950,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,35
66384,98115,1604,CONDOMINIUM; RESIDENTIAL,1984,1984,2,295000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30
6083,98115,1510,SINGLE FAMILY(RES USE/ZONE),1940,NA,3,313950,,4518,3319,26.538292,19,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
59254,98115,1125,CONDOMINIUM; RESIDENTIAL,1979,1979,2,173000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,35
5413,98115,1300,SINGLE FAMILY(RES USE/ZONE),1948,NA,2,447000,,4518,3319,26.538292,19,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,66
5712,98115,1850,SINGLE FAMILY(RES USE/ZONE),1954,NA,4,352000,,4518,3319,26.538292,19,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,60
2250,98103,1560,SINGLE FAMILY(RES USE/ZONE),2009,NA,3,503045,,4518,3319,26.538292,19,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5
35096,98115,968,CONDOMINIUM; RESIDENTIAL,1982,1982,2,125000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,32
9978,98115,1240,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,360000,,4518,3319,26.538292,19,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
6750,98103,2360,SINGLE FAMILY(RES USE/ZONE),1926,NA,3,702500,,4518,3319,26.538292,19,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,88
6380,98115,1210,SINGLE FAMILY(RES USE/ZONE),1936,NA,4,485000,,4518,3319,26.538292,19,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,78
5357,98115,710,SINGLE FAMILY(RES USE/ZONE),1932,NA,2,159000,,4518,3319,26.538292,19,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,82
NA,98115,968,CONDOMINIUM-FLAT,1982,1982,2,193000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,32
17873,98115,1219,CONDOMINIUM; RESIDENTIAL,1982,1982,2,210000,,4518,3319,26.538292,19,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,32
9570,98115,1850,SINGLE FAMILY(RES USE/ZONE),1940,NA,3,547500,,4518,3319,26.538292,19,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
53157,98115,880,CONDOMINIUM; RESIDENTIAL,1990,1990,2,210000,,4518,3319,26.538292,19,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,24
6380,98115,1430,SINGLE FAMILY(RES USE/ZONE),1945,NA,4,525000,,4518,3319,26.538292,19,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,69
5424,98115,960,SINGLE FAMILY(RES USE/ZONE),1916,NA,3,362500,,4518,3319,26.538292,19,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,98
4390,98115,1300,SINGLE FAMILY(RES USE/ZONE),1931,NA,3,560000,,4518,3319,26.538292,19,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,83
