lotsizesquarefeet,propertyzip,buildingareasqft,propertycountylandusedescription,yearbuilt,yearremodeled,totalbedrooms,salespriceamount,holc_grade,TotalPopCT,TotalWhiteCT,TractNonWhite,Census_Tract_num,redlined,TotalCalculatedBathCount,BuildingConditionStndCode,Renovated,Single_family,Townhome,Condo,BC_Excellent,BC_Good,BC_Average,BC_Fair,BC_Poor,BC_NA,holc_grade_A,holc_grade_B,holc_grade_C,holc_grade_D,holc_grade_NA,Home_Age
7248,98125,850,SINGLE FAMILY(RES USE/ZONE),1945,NA,2,233000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,69
9500,98125,1670,SINGLE FAMILY(RES USE/ZONE),1977,NA,3,425000,,7819,4878,37.613506,2,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,37
NA,98125,1390,CONDOMINIUM-FLAT,1975,1975,3,181500,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
8511,98125,860,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,353000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
6050,98125,1220,SINGLE FAMILY(RES USE/ZONE),1958,NA,2,387250,,7819,4878,37.613506,2,0,1.5,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,56
10666,98125,2600,SINGLE FAMILY(RES USE/ZONE),1949,NA,4,333740,,7819,4878,37.613506,2,0,2.5,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,65
8194,98125,2030,SINGLE FAMILY(RES USE/ZONE),1950,NA,4,495000,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,64
8005,98125,1910,SINGLE FAMILY(RES USE/ZONE),1960,NA,4,380000,,7819,4878,37.613506,2,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,54
9150,98125,1230,SINGLE FAMILY(RES USE/ZONE),1961,NA,3,162742,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,53
7200,98125,840,SINGLE FAMILY(RES USE/ZONE),1949,NA,1,210000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
NA,98125,1550,CONDOMINIUM-TOWNHOUSE,1986,1986,2,249950,,7819,4878,37.613506,2,0,1.5,GD,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,28
8015,98125,2760,SINGLE FAMILY(RES USE/ZONE),1960,NA,5,378000,,7819,4878,37.613506,2,0,2,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,54
9957,98125,1650,SINGLE FAMILY(RES USE/ZONE),1961,NA,3,369500,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,53
12622,98125,1090,SINGLE FAMILY(RES USE/ZONE),1935,NA,2,590000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,79
8840,98125,1460,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,299000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
8840,98125,1400,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,357250,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,62
94865,98125,1150,CONDOMINIUM; RESIDENTIAL,1975,1990,2,166000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
NA,98125,1415,CONDOMINIUM-FLAT,1970,1970,2,209900,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
7740,98125,1360,SINGLE FAMILY(RES USE/ZONE),1941,NA,2,365000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,73
7800,98125,1630,SINGLE FAMILY(RES USE/ZONE),1950,NA,3,376500,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,64
7199,98125,1800,SINGLE FAMILY(RES USE/ZONE),1972,NA,3,500000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,42
278744,98125,1415,CONDOMINIUM; RESIDENTIAL,1970,1984,2,185000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
NA,98125,1253,CONDOMINIUM-TOWNHOUSE,1995,1995,2,248000,,7819,4878,37.613506,2,0,2,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19
94865,98125,1150,CONDOMINIUM; RESIDENTIAL,1975,1990,2,191000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
6696,98125,980,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,335000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,62
10080,98125,1770,SINGLE FAMILY(RES USE/ZONE),1968,NA,3,368000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,46
6371,98125,1000,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,219920,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
7802,98125,2570,SINGLE FAMILY(RES USE/ZONE),1963,NA,5,410000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,51
8154,98125,2370,SINGLE FAMILY(RES USE/ZONE),1977,NA,4,315000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,37
7819,98125,1430,SINGLE FAMILY(RES USE/ZONE),1944,NA,2,380950,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70
8165,98125,2510,SINGLE FAMILY(RES USE/ZONE),2013,NA,4,620000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
9861,98125,1250,SINGLE FAMILY(RES USE/ZONE),1950,NA,3,426000,,7819,4878,37.613506,2,0,NA,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,64
7273,98125,2510,SINGLE FAMILY(RES USE/ZONE),2013,NA,4,615000,,7819,4878,37.613506,2,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
278744,98125,1091,CONDOMINIUM; RESIDENTIAL,1970,1984,1,142401,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
11780,98125,3550,SINGLE FAMILY(RES USE/ZONE),1948,NA,6,450000,,7819,4878,37.613506,2,0,1.5,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,66
8055,98125,1300,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,279000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
NA,98125,1545,CONDOMINIUM-FLAT,1975,1975,2,23000,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
6757,98125,1170,SINGLE FAMILY(RES USE/ZONE),1944,NA,5,397000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70
7085,98125,1350,SINGLE FAMILY(RES USE/ZONE),1944,NA,3,427500,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70
7270,98125,1550,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,453500,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,61
6826,98125,1260,SINGLE FAMILY(RES USE/ZONE),1944,NA,3,342000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70
8345,98125,1640,SINGLE FAMILY(RES USE/ZONE),1944,NA,4,105869,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,70
7498,98125,1890,SINGLE FAMILY(RES USE/ZONE),1987,NA,3,423500,,7819,4878,37.613506,2,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27
6826,98125,1520,SINGLE FAMILY(RES USE/ZONE),1944,NA,3,339000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70
7220,98125,2500,SINGLE FAMILY(RES USE/ZONE),1990,NA,6,400000,,7819,4878,37.613506,2,0,3,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,24
7683,98125,1010,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,405000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,61
278744,98125,1091,CONDOMINIUM; RESIDENTIAL,1970,1984,1,149000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
2026,98125,1571,TOWNHOUSE PLAT,2008,NA,3,329300,,7819,4878,37.613506,2,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
10850,98125,1820,SINGLE FAMILY(RES USE/ZONE),1952,NA,5,347500,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
NA,98125,1415,CONDOMINIUM-FLAT,1970,1970,2,140000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
94865,98125,1150,CONDOMINIUM; RESIDENTIAL,1975,1990,2,194500,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
6109,98125,1250,SINGLE FAMILY(RES USE/ZONE),1951,NA,3,337000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63
7504,98125,1020,SINGLE FAMILY(RES USE/ZONE),1946,NA,2,350000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,68
6634,98125,960,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,315000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
8190,98125,1860,SINGLE FAMILY(RES USE/ZONE),1959,NA,3,385000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,55
9265,98125,830,SINGLE FAMILY(RES USE/ZONE),1940,NA,2,257500,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
7604,98125,2670,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,649950,,7819,4878,37.613506,2,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7538,98125,1580,SINGLE FAMILY(RES USE/ZONE),1937,NA,2,412000,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,77
7500,98125,2270,SINGLE FAMILY(RES USE/ZONE),1974,NA,4,335000,,7819,4878,37.613506,2,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,40
9047,98125,980,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,340000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
NA,98125,1776,CONDOMINIUM; RESIDENTIAL,1988,1988,NA,300000,,7819,4878,37.613506,2,0,NA,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26
18897,98125,3990,SINGLE FAMILY(RES USE/ZONE),1937,2010,5,740000,,7819,4878,37.613506,2,0,3.5,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,77
NA,98125,1568,CONDOMINIUM-FLAT,1973,1973,2,307000,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,41
7200,98125,1080,SINGLE FAMILY(RES USE/ZONE),1951,NA,3,245000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63
NA,98125,1684,CONDOMINIUM-TOWNHOUSE,1975,1975,2,259300,,7819,4878,37.613506,2,0,2,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,39
NA,98125,1932,CONDOMINIUM-FLAT,1973,1973,3,255000,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,41
3647,98133,2570,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,699950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4217,98133,2570,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,729950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5250,98133,1530,SINGLE FAMILY(RES USE/ZONE),1981,NA,4,381800,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,33
7416,98133,1840,SINGLE FAMILY(RES USE/ZONE),1992,NA,3,405000,,2619,2050,21.725849,3,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22
5250,98133,1080,SINGLE FAMILY(RES USE/ZONE),1947,NA,3,329500,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
5200,98133,900,SINGLE FAMILY(RES USE/ZONE),1947,NA,2,280000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
8160,98133,1310,SINGLE FAMILY(RES USE/ZONE),1950,NA,3,365000,,2619,2050,21.725849,3,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,64
4457,98133,2230,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,649950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7500,98133,1250,SINGLE FAMILY(RES USE/ZONE),1947,NA,3,288000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,67
5175,98133,1340,SINGLE FAMILY(RES USE/ZONE),1987,NA,3,320000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27
5250,98133,1690,SINGLE FAMILY(RES USE/ZONE),1940,NA,3,385001,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
7800,98133,1840,SINGLE FAMILY(RES USE/ZONE),1955,NA,3,325000,,2619,2050,21.725849,3,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,59
5720,98133,830,SINGLE FAMILY(RES USE/ZONE),1950,NA,2,201000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,64
9664,98133,1420,SINGLE FAMILY(RES USE/ZONE),1952,NA,4,353838,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,62
4950,98133,1470,SINGLE FAMILY(RES USE/ZONE),1984,NA,3,459500,,2619,2050,21.725849,3,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,30
7583,98133,1050,SINGLE FAMILY(RES USE/ZONE),1947,NA,1,210000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
3012,98133,1720,SINGLE FAMILY(RES USE/ZONE),2011,NA,3,500000,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3
9240,98133,1840,SINGLE FAMILY(RES USE/ZONE),1942,1958,5,283500,,2619,2050,21.725849,3,0,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72
8160,98133,1020,SINGLE FAMILY(RES USE/ZONE),1947,NA,2,245000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
6654,98133,840,SINGLE FAMILY(RES USE/ZONE),1951,NA,2,130000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63
4725,98133,710,SINGLE FAMILY(RES USE/ZONE),1939,NA,1,264000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,75
8147,98133,790,SINGLE FAMILY(RES USE/ZONE),1952,NA,2,230000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,62
5846,98133,1560,SINGLE FAMILY(RES USE/ZONE),1957,NA,3,397000,,2619,2050,21.725849,3,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,57
7290,98133,1160,SINGLE FAMILY(RES USE/ZONE),1949,1980,3,240000,,2619,2050,21.725849,3,0,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
9640,98125,2230,SINGLE FAMILY(RES USE/ZONE),1998,NA,4,435000,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,16
6000,98133,1070,SINGLE FAMILY(RES USE/ZONE),1955,NA,2,324000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,59
5995,98133,740,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,304700,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,65
8153,98133,2240,SINGLE FAMILY(RES USE/ZONE),1948,NA,3,440000,,2619,2050,21.725849,3,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,66
5510,98133,760,SINGLE FAMILY(RES USE/ZONE),1947,NA,2,235000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
3995,98133,2110,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,599950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8400,98125,2230,SINGLE FAMILY(RES USE/ZONE),1951,NA,3,355000,,2619,2050,21.725849,3,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,63
5250,98133,850,SINGLE FAMILY(RES USE/ZONE),1950,NA,2,294000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,64
5250,98133,1140,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,329950,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,65
4525,98133,2290,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,649950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2550,98133,1940,SINGLE FAMILY(RES USE/ZONE),1979,NA,1,315000,,2619,2050,21.725849,3,0,2,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,35
8458,98133,3250,SINGLE FAMILY(RES USE/ZONE),1953,NA,4,327647,,2619,2050,21.725849,3,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
4920,98125,1560,SINGLE FAMILY(RES USE/ZONE),1947,NA,2,310000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
5200,98133,900,SINGLE FAMILY(RES USE/ZONE),1947,NA,2,284254,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
NA,98133,585,CONDOMINIUM-FLAT,1983,1984,1,90000,,2619,2050,21.725849,3,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,31
5511,98133,790,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,294503,,2619,2050,21.725849,3,0,NA,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,65
1020,98133,1420,TOWNHOUSE PLAT,1999,NA,2,307300,,2619,2050,21.725849,3,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
9240,98133,1840,SINGLE FAMILY(RES USE/ZONE),1942,1958,5,435000,,2619,2050,21.725849,3,0,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72
1408,98133,1420,TOWNHOUSE PLAT,1999,NA,2,308625,,2619,2050,21.725849,3,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
4180,98133,2570,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,749950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1533,98133,1370,TOWNHOUSE PLAT,2009,NA,3,315000,,2619,2050,21.725849,3,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5
3890,98133,2230,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,669950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5720,98133,830,SINGLE FAMILY(RES USE/ZONE),1950,NA,2,225000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,64
7475,98133,820,SINGLE FAMILY(RES USE/ZONE),1945,NA,2,245000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,69
7968,98133,2330,SINGLE FAMILY(RES USE/ZONE),1961,NA,4,409000,,2619,2050,21.725849,3,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,53
4092,98133,2170,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,679950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8100,98125,1250,SINGLE FAMILY(RES USE/ZONE),1947,NA,2,365000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
5454,98133,1000,SINGLE FAMILY(RES USE/ZONE),1954,NA,3,210000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,60
4513,98133,2160,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,629950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8153,98125,1230,SINGLE FAMILY(RES USE/ZONE),1942,NA,3,265000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,72
5940,98133,700,SINGLE FAMILY(RES USE/ZONE),1948,NA,2,282150,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,66
7227,98133,870,SINGLE FAMILY(RES USE/ZONE),1948,NA,2,312500,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,66
14000,98125,1600,SINGLE FAMILY(RES USE/ZONE),1950,NA,4,427000,,2619,2050,21.725849,3,0,NA,FR,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,64
2625,98133,1120,SINGLE FAMILY(RES USE/ZONE),1985,NA,3,335000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,29
1245,98133,1510,TOWNHOUSE PLAT,2007,NA,5,319950,,2619,2050,21.725849,3,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
3825,98133,2260,SINGLE FAMILY(RES USE/ZONE),1984,NA,4,550000,,2619,2050,21.725849,3,0,3,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,30
7560,98133,1230,SINGLE FAMILY(RES USE/ZONE),1961,NA,2,343000,,2619,2050,21.725849,3,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,53
5525,98133,1280,SINGLE FAMILY(RES USE/ZONE),1962,NA,3,342450,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,52
9450,98125,1140,SINGLE FAMILY(RES USE/ZONE),1941,NA,2,365000,,2619,2050,21.725849,3,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,73
2625,98133,1320,SINGLE FAMILY(RES USE/ZONE),1986,NA,3,269000,,2619,2050,21.725849,3,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,28
4003,98133,2230,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,689950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3849,98133,2570,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,746950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5594,98133,2290,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,650000,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4620,98133,2110,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,649950,,2619,2050,21.725849,3,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
NA,98133,646,CONDOMINIUM-FLAT,1988,2002,1,145000,,6236,3866,38.005131,4.01,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
12648,98133,1530,SINGLE FAMILY(RES USE/ZONE),1948,NA,1,240000,,6236,3866,38.005131,4.01,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,66
NA,98133,656,CONDOMINIUM-FLAT,1988,2002,1,149000,,6236,3866,38.005131,4.01,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
70261,98133,461,CONDOMINIUM; RESIDENTIAL,1985,2002,0,131450,,6236,3866,38.005131,4.01,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,29
NA,98133,698,CONDOMINIUM-FLAT,1969,1969,1,148000,,6236,3866,38.005131,4.01,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,45
NA,98133,842,CONDOMINIUM-FLAT,1988,2002,2,199200,,6236,3866,38.005131,4.01,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
NA,98133,707,CONDOMINIUM-FLAT,1988,2002,1,166600,,6236,3866,38.005131,4.01,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
7875,98133,2780,SINGLE FAMILY(RES USE/ZONE),2006,NA,4,700000,,6236,3866,38.005131,4.01,0,3,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8
NA,98133,707,CONDOMINIUM-FLAT,1988,2002,1,131750,,6236,3866,38.005131,4.01,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26
1363,98133,1370,TOWNHOUSE PLAT,2009,NA,3,319000,,6236,3866,38.005131,4.01,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5
NA,98133,785,CONDOMINIUM-FLAT,1978,1983,1,144500,,6236,3866,38.005131,4.01,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,36
995,98133,1490,TOWNHOUSE PLAT,2009,NA,3,343000,,6236,3866,38.005131,4.01,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5
